network,link,ep_start,ep_end,t_star,ens_delta,duan_delta,inc_delta
TSMO,110+05180,2023-02-06 08:15:00,2023-02-06 08:25:00,2023-02-06 08:20:00,5,,
TSMO,110+05180,2023-02-06 15:55:00,2023-02-06 16:30:00,2023-02-06 15:55:00,35,,
TSMO,110+05180,2023-02-07 10:05:00,2023-02-07 10:30:00,2023-02-07 10:25:00,5,,
TSMO,110+05180,2023-02-07 11:10:00,2023-02-07 11:20:00,2023-02-07 12:05:00,-45,,
TSMO,110+05180,2023-02-08 17:15:00,2023-02-08 17:25:00,2023-02-08 17:20:00,5,,
TSMO,110+05180,2023-02-10 08:25:00,2023-02-10 08:40:00,2023-02-10 08:30:00,10,,
TSMO,110+05246,2022-05-27 17:50:00,2022-05-27 18:00:00,2022-05-27 18:15:00,-15,,
TSMO,110+05246,2022-05-30 06:30:00,2022-05-30 06:40:00,2022-05-30 06:35:00,5,,
TSMO,110+05246,2022-05-30 09:50:00,2022-05-30 10:00:00,2022-05-30 09:55:00,5,,
TSMO,110+05246,2022-06-15 12:30:00,2022-06-15 12:40:00,2022-06-15 12:35:00,5,,
TSMO,110+05246,2022-06-21 11:10:00,2022-06-21 11:25:00,2022-06-21 11:45:00,-20,,
TSMO,110+05246,2022-06-27 13:00:00,2022-06-27 13:10:00,2022-06-27 13:05:00,5,,
TSMO,110+05246,2022-06-28 05:40:00,2022-06-28 05:50:00,2022-06-28 05:45:00,5,,
TSMO,110+05246,2022-06-28 16:45:00,2022-06-28 17:45:00,2022-06-28 18:00:00,-15,,
TSMO,110+05246,2022-07-11 11:35:00,2022-07-11 11:45:00,2022-07-11 12:15:00,-30,,
TSMO,110+05246,2022-07-18 16:45:00,2022-07-18 17:05:00,2022-07-18 17:10:00,-5,,
TSMO,110+05246,2022-07-19 18:20:00,2022-07-19 18:30:00,2022-07-19 19:50:00,-80,,
TSMO,110+05246,2022-08-04 19:50:00,2022-08-04 20:10:00,2022-08-04 20:40:00,-30,,
TSMO,110+05246,2022-08-09 09:10:00,2022-08-09 09:25:00,2022-08-09 09:35:00,-10,,
TSMO,110+05246,2022-08-11 16:15:00,2022-08-11 16:30:00,2022-08-11 16:40:00,-10,,
TSMO,110+05246,2022-08-18 07:25:00,2022-08-18 07:35:00,2022-08-18 07:50:00,-15,,
TSMO,110+05246,2022-08-24 17:10:00,2022-08-24 17:55:00,2022-08-24 18:15:00,-20,,
TSMO,110+05246,2022-09-05 17:25:00,2022-09-05 17:35:00,2022-09-05 17:30:00,5,,
TSMO,110+05246,2022-09-05 18:20:00,2022-09-05 18:40:00,2022-09-05 18:55:00,-15,,
TSMO,110+05246,2022-09-06 07:25:00,2022-09-06 08:05:00,2022-09-06 08:40:00,-35,,
TSMO,110+05246,2022-09-07 17:10:00,2022-09-07 18:00:00,2022-09-07 18:20:00,-20,,
TSMO,110+05246,2022-10-03 06:20:00,2022-10-03 06:30:00,2022-10-03 06:50:00,-20,,-20.0
TSMO,110+05246,2022-10-04 16:30:00,2022-10-04 17:25:00,2022-10-04 19:00:00,-95,,
TSMO,110+05246,2022-10-11 16:40:00,2022-10-11 17:20:00,2022-10-11 18:10:00,-50,,
TSMO,110+05246,2022-10-17 18:35:00,2022-10-17 18:55:00,2022-10-17 19:10:00,-15,,
TSMO,110+05246,2022-10-31 16:15:00,2022-10-31 16:55:00,2022-10-31 17:15:00,-20,,
TSMO,110+05246,2022-11-21 16:50:00,2022-11-21 17:10:00,2022-11-21 18:40:00,-90,,
TSMO,110+05246,2022-12-01 06:50:00,2022-12-01 07:00:00,2022-12-01 07:20:00,-20,,
TSMO,110+05246,2022-12-02 16:30:00,2022-12-02 17:30:00,2022-12-02 19:45:00,-135,,
TSMO,110+05246,2022-12-13 05:30:00,2022-12-13 05:40:00,2022-12-13 05:35:00,5,,
TSMO,110+05246,2022-12-22 15:20:00,2022-12-22 15:40:00,2022-12-22 19:45:00,-245,,
TSMO,110+05246,2022-12-23 20:15:00,2022-12-23 20:25:00,2022-12-23 20:20:00,5,,
TSMO,110+05246,2022-12-26 15:55:00,2022-12-26 16:05:00,2022-12-26 16:15:00,-10,,
TSMO,110+05246,2023-01-03 17:20:00,2023-01-03 17:30:00,2023-01-03 17:25:00,5,,
TSMO,110+05246,2023-02-09 06:00:00,2023-02-09 06:20:00,2023-02-09 07:00:00,-40,,
TSMO,110+05247,2022-05-16 12:30:00,2022-05-16 13:00:00,2022-05-16 13:50:00,-50,,
TSMO,110+05247,2022-05-19 15:05:00,2022-05-19 17:20:00,2022-05-19 16:20:00,60,-50.0,
TSMO,110+05247,2022-05-20 14:20:00,2022-05-20 15:10:00,2022-05-20 15:15:00,-5,-10.0,
TSMO,110+05247,2022-05-20 18:10:00,2022-05-20 18:35:00,2022-05-20 18:40:00,-5,80.0,80.0
TSMO,110+05247,2022-05-31 16:30:00,2022-05-31 17:55:00,2022-05-31 16:30:00,85,40.0,
TSMO,110+05247,2022-06-02 15:10:00,2022-06-02 15:40:00,2022-06-02 15:55:00,-15,,
TSMO,110+05247,2022-06-02 17:05:00,2022-06-02 17:40:00,2022-06-02 17:05:00,35,45.0,
TSMO,110+05247,2022-06-03 14:55:00,2022-06-03 15:15:00,2022-06-03 15:35:00,-20,-10.0,
TSMO,110+05247,2022-06-03 16:55:00,2022-06-03 17:45:00,2022-06-03 17:50:00,-5,-30.0,
TSMO,110+05247,2022-06-07 15:15:00,2022-06-07 17:45:00,2022-06-07 16:05:00,100,0.0,
TSMO,110+05247,2022-06-09 15:25:00,2022-06-09 15:55:00,2022-06-09 16:10:00,-15,-15.0,
TSMO,110+05247,2022-06-13 17:00:00,2022-06-13 17:20:00,2022-06-13 17:45:00,-25,-15.0,
TSMO,110+05247,2022-06-15 13:40:00,2022-06-15 14:10:00,2022-06-15 14:15:00,-5,130.0,130.0
TSMO,110+05247,2022-06-15 15:30:00,2022-06-15 16:25:00,2022-06-15 16:25:00,0,0.0,0.0
TSMO,110+05247,2022-06-16 16:05:00,2022-06-16 17:40:00,2022-06-16 16:05:00,95,25.0,
TSMO,110+05247,2022-06-22 16:40:00,2022-06-22 17:10:00,2022-06-22 16:40:00,30,20.0,
TSMO,110+05247,2022-06-24 15:15:00,2022-06-24 15:55:00,2022-06-24 16:05:00,-10,-10.0,
TSMO,110+05247,2022-06-28 16:25:00,2022-06-28 17:55:00,2022-06-28 16:25:00,90,0.0,
TSMO,110+05247,2022-07-01 15:00:00,2022-07-01 15:55:00,2022-07-01 16:00:00,-5,-10.0,
TSMO,110+05247,2022-07-05 16:15:00,2022-07-05 17:25:00,2022-07-05 16:15:00,70,50.0,
TSMO,110+05247,2022-07-06 16:30:00,2022-07-06 17:15:00,2022-07-06 16:30:00,45,50.0,
TSMO,110+05247,2022-07-14 15:05:00,2022-07-14 15:55:00,2022-07-14 16:05:00,-10,-5.0,
TSMO,110+05247,2022-07-19 11:45:00,2022-07-19 11:55:00,2022-07-19 12:00:00,-5,,
TSMO,110+05247,2022-07-21 09:35:00,2022-07-21 09:50:00,2022-07-21 10:20:00,-30,,
TSMO,110+05247,2022-07-21 16:25:00,2022-07-21 17:15:00,2022-07-21 16:25:00,50,60.0,
TSMO,110+05247,2022-07-27 15:25:00,2022-07-27 17:35:00,2022-07-27 16:25:00,70,-30.0,
TSMO,110+05247,2022-07-28 15:25:00,2022-07-28 15:45:00,2022-07-28 15:55:00,-10,-10.0,
TSMO,110+05247,2022-07-29 17:25:00,2022-07-29 17:50:00,2022-07-29 18:40:00,-50,,
TSMO,110+05247,2022-08-10 17:05:00,2022-08-10 17:30:00,2022-08-10 17:05:00,25,35.0,
TSMO,110+05247,2022-08-11 06:50:00,2022-08-11 07:05:00,2022-08-11 09:30:00,-145,,
TSMO,110+05247,2022-08-11 16:30:00,2022-08-11 17:30:00,2022-08-11 16:30:00,60,35.0,
TSMO,110+05247,2022-08-17 17:50:00,2022-08-17 18:15:00,2022-08-17 18:35:00,-20,,
TSMO,110+05247,2022-08-19 13:00:00,2022-08-19 13:35:00,2022-08-19 13:40:00,-5,-5.0,
TSMO,110+05247,2022-08-24 16:35:00,2022-08-24 18:10:00,2022-08-24 16:35:00,95,20.0,
TSMO,110+05247,2022-08-30 16:10:00,2022-08-30 17:40:00,2022-08-30 16:10:00,90,30.0,
TSMO,110+05247,2022-09-05 06:55:00,2022-09-05 07:05:00,2022-09-05 07:20:00,-15,,
TSMO,110+05247,2022-09-06 16:15:00,2022-09-06 17:20:00,2022-09-06 16:15:00,65,80.0,
TSMO,110+05247,2022-09-08 16:40:00,2022-09-08 17:30:00,2022-09-08 16:40:00,50,35.0,
TSMO,110+05247,2022-09-13 16:15:00,2022-09-13 17:35:00,2022-09-13 16:15:00,80,55.0,
TSMO,110+05247,2022-09-14 16:55:00,2022-09-14 17:35:00,2022-09-14 16:55:00,40,30.0,
TSMO,110+05247,2022-09-22 12:10:00,2022-09-22 12:30:00,2022-09-22 12:50:00,-20,,
TSMO,110+05247,2022-09-22 16:25:00,2022-09-22 17:25:00,2022-09-22 16:25:00,60,70.0,
TSMO,110+05247,2022-09-28 16:45:00,2022-09-28 17:25:00,2022-09-28 16:45:00,40,50.0,
TSMO,110+05247,2022-09-30 16:00:00,2022-09-30 16:45:00,2022-09-30 18:20:00,-95,-120.0,
TSMO,110+05247,2022-10-03 15:45:00,2022-10-03 17:40:00,2022-10-03 20:15:00,-155,-230.0,
TSMO,110+05247,2022-10-04 12:20:00,2022-10-04 12:30:00,2022-10-04 12:45:00,-15,,
TSMO,110+05247,2022-10-04 16:15:00,2022-10-04 17:40:00,2022-10-04 16:15:00,85,60.0,
TSMO,110+05247,2022-10-07 17:05:00,2022-10-07 17:50:00,2022-10-07 18:10:00,-20,-40.0,
TSMO,110+05247,2022-10-11 14:55:00,2022-10-11 17:40:00,2022-10-11 17:20:00,20,5.0,5.0
TSMO,110+05247,2022-10-12 15:55:00,2022-10-12 16:45:00,2022-10-12 16:35:00,10,20.0,
TSMO,110+05247,2022-10-12 18:25:00,2022-10-12 18:55:00,2022-10-12 19:20:00,-25,,
TSMO,110+05247,2022-10-13 15:40:00,2022-10-13 16:10:00,2022-10-13 16:20:00,-10,0.0,
TSMO,110+05247,2022-10-14 15:10:00,2022-10-14 16:15:00,2022-10-14 15:10:00,65,70.0,
TSMO,110+05247,2022-10-17 16:30:00,2022-10-17 17:15:00,2022-10-17 16:30:00,45,30.0,
TSMO,110+05247,2022-10-19 16:00:00,2022-10-19 16:30:00,2022-10-19 16:30:00,0,10.0,
TSMO,110+05247,2022-10-20 15:40:00,2022-10-20 17:35:00,2022-10-20 16:30:00,65,45.0,
TSMO,110+05247,2022-10-21 16:30:00,2022-10-21 17:30:00,2022-10-21 17:35:00,-5,-5.0,
TSMO,110+05247,2022-10-26 08:50:00,2022-10-26 09:25:00,2022-10-26 09:10:00,15,,
TSMO,110+05247,2022-10-26 14:05:00,2022-10-26 14:15:00,2022-10-26 14:30:00,-15,,
TSMO,110+05247,2022-10-26 15:10:00,2022-10-26 16:15:00,2022-10-26 16:25:00,-10,0.0,
TSMO,110+05247,2022-10-26 17:00:00,2022-10-26 17:25:00,2022-10-26 17:00:00,25,35.0,
TSMO,110+05247,2022-10-26 18:30:00,2022-10-26 18:40:00,2022-10-26 20:25:00,-105,,
TSMO,110+05247,2022-10-27 10:35:00,2022-10-27 10:45:00,2022-10-27 10:40:00,5,,
TSMO,110+05247,2022-10-27 15:30:00,2022-10-27 17:35:00,2022-10-27 16:35:00,60,45.0,
TSMO,110+05247,2022-10-31 15:40:00,2022-10-31 17:20:00,2022-10-31 17:35:00,-15,-80.0,
TSMO,110+05247,2022-11-09 16:30:00,2022-11-09 17:40:00,2022-11-09 16:30:00,70,45.0,
TSMO,110+05247,2022-11-10 16:05:00,2022-11-10 17:50:00,2022-11-10 16:05:00,105,25.0,
TSMO,110+05247,2022-11-21 16:05:00,2022-11-21 18:10:00,2022-11-21 17:30:00,40,10.0,10.0
TSMO,110+05247,2022-11-22 16:05:00,2022-11-22 17:45:00,2022-11-22 16:05:00,100,70.0,
TSMO,110+05247,2022-11-23 14:25:00,2022-11-23 15:25:00,2022-11-23 15:30:00,-5,-5.0,
TSMO,110+05247,2022-11-24 13:50:00,2022-11-24 14:05:00,2022-11-24 13:55:00,10,,
TSMO,110+05247,2022-11-29 16:30:00,2022-11-29 17:20:00,2022-11-29 16:30:00,50,25.0,
TSMO,110+05247,2022-11-30 16:40:00,2022-11-30 16:55:00,2022-11-30 16:40:00,15,20.0,
TSMO,110+05247,2022-12-01 15:35:00,2022-12-01 15:50:00,2022-12-01 16:10:00,-20,,
TSMO,110+05247,2022-12-01 16:30:00,2022-12-01 17:35:00,2022-12-01 16:30:00,65,75.0,
TSMO,110+05247,2022-12-02 16:10:00,2022-12-02 17:45:00,2022-12-02 16:10:00,95,20.0,
TSMO,110+05247,2022-12-06 18:00:00,2022-12-06 18:45:00,2022-12-06 18:55:00,-10,-70.0,
TSMO,110+05247,2022-12-07 16:35:00,2022-12-07 17:30:00,2022-12-07 16:35:00,55,30.0,
TSMO,110+05247,2022-12-09 16:35:00,2022-12-09 17:25:00,2022-12-09 17:35:00,-10,-35.0,
TSMO,110+05247,2022-12-13 16:05:00,2022-12-13 17:20:00,2022-12-13 16:20:00,60,10.0,
TSMO,110+05247,2022-12-19 16:10:00,2022-12-19 16:25:00,2022-12-19 16:10:00,15,25.0,
TSMO,110+05247,2022-12-20 16:30:00,2022-12-20 17:35:00,2022-12-20 16:30:00,65,0.0,65.0
TSMO,110+05247,2022-12-21 15:35:00,2022-12-21 17:30:00,2022-12-21 16:15:00,75,85.0,
TSMO,110+05247,2022-12-22 15:10:00,2022-12-22 15:50:00,2022-12-22 16:10:00,-20,-25.0,
TSMO,110+05247,2022-12-22 16:15:00,2022-12-22 17:05:00,2022-12-22 16:15:00,50,45.0,
TSMO,110+05247,2022-12-23 06:50:00,2022-12-23 07:35:00,2022-12-23 07:50:00,-15,,
TSMO,110+05247,2023-01-05 16:50:00,2023-01-05 17:45:00,2023-01-05 16:50:00,55,65.0,
TSMO,110+05247,2023-01-12 16:30:00,2023-01-12 17:15:00,2023-01-12 16:30:00,45,55.0,
TSMO,110+05247,2023-01-18 17:05:00,2023-01-18 17:25:00,2023-01-18 17:05:00,20,35.0,
TSMO,110+05247,2023-01-25 16:25:00,2023-01-25 17:25:00,2023-01-25 16:25:00,60,35.0,
TSMO,110+05247,2023-01-26 16:30:00,2023-01-26 17:10:00,2023-01-26 16:30:00,40,55.0,
TSMO,110+05247,2023-02-08 15:35:00,2023-02-08 16:10:00,2023-02-08 16:15:00,-5,-20.0,
TSMO,110+05247,2023-02-08 17:05:00,2023-02-08 17:25:00,2023-02-08 18:45:00,-80,-70.0,
TSMO,110+05247,2023-02-09 14:45:00,2023-02-09 14:55:00,2023-02-09 15:05:00,-10,,
TSMO,110+05248,2022-05-20 14:40:00,2022-05-20 15:05:00,2022-05-20 15:10:00,-5,,
TSMO,110+05248,2022-05-31 16:10:00,2022-05-31 18:00:00,2022-05-31 16:10:00,110,,
TSMO,110+05248,2022-06-03 14:40:00,2022-06-03 15:30:00,2022-06-03 15:10:00,20,,
TSMO,110+05248,2022-06-09 15:05:00,2022-06-09 17:40:00,2022-06-09 16:30:00,70,,
TSMO,110+05248,2022-06-21 06:35:00,2022-06-21 07:30:00,2022-06-21 07:35:00,-5,,
TSMO,110+05248,2022-06-22 16:05:00,2022-06-22 17:05:00,2022-06-22 16:05:00,60,20.0,
TSMO,110+05248,2022-07-05 16:20:00,2022-07-05 17:35:00,2022-07-05 16:55:00,40,,
TSMO,110+05248,2022-07-08 14:35:00,2022-07-08 15:20:00,2022-07-08 15:35:00,-15,,
TSMO,110+05248,2022-07-12 16:55:00,2022-07-12 18:10:00,2022-07-12 16:55:00,75,,
TSMO,110+05248,2022-07-14 14:25:00,2022-07-14 14:45:00,2022-07-14 14:55:00,-10,-5.0,
TSMO,110+05248,2022-07-18 16:35:00,2022-07-18 17:25:00,2022-07-18 17:25:00,0,,
TSMO,110+05248,2022-07-21 16:20:00,2022-07-21 17:25:00,2022-07-21 16:20:00,65,,
TSMO,110+05248,2022-07-28 17:05:00,2022-07-28 17:30:00,2022-07-28 17:05:00,25,,
TSMO,110+05248,2022-08-08 16:15:00,2022-08-08 17:25:00,2022-08-08 16:15:00,70,55.0,
TSMO,110+05248,2022-08-15 05:35:00,2022-08-15 05:45:00,2022-08-15 06:05:00,-20,,
TSMO,110+05248,2022-08-15 06:25:00,2022-08-15 06:45:00,2022-08-15 06:30:00,15,,
TSMO,110+05248,2022-08-19 11:45:00,2022-08-19 13:30:00,2022-08-19 13:40:00,-10,,
TSMO,110+05248,2022-08-24 09:40:00,2022-08-24 09:55:00,2022-08-24 10:00:00,-5,,
TSMO,110+05248,2022-08-29 10:40:00,2022-08-29 11:00:00,2022-08-29 10:45:00,15,,
TSMO,110+05248,2022-08-31 09:45:00,2022-08-31 09:55:00,2022-08-31 09:55:00,0,-5.0,
TSMO,110+05248,2022-09-05 18:35:00,2022-09-05 19:10:00,2022-09-05 19:20:00,-10,,
TSMO,110+05248,2022-09-13 16:40:00,2022-09-13 17:45:00,2022-09-13 16:40:00,65,,
TSMO,110+05248,2022-09-15 09:25:00,2022-09-15 09:35:00,2022-09-15 10:45:00,-70,,
TSMO,110+05248,2022-09-15 19:40:00,2022-09-15 19:50:00,2022-09-15 19:45:00,5,,
TSMO,110+05248,2022-09-27 16:05:00,2022-09-27 16:45:00,2022-09-27 16:05:00,40,,
TSMO,110+05248,2022-10-12 14:30:00,2022-10-12 14:40:00,2022-10-12 14:55:00,-15,,
TSMO,110+05248,2022-10-13 15:35:00,2022-10-13 16:10:00,2022-10-13 16:15:00,-5,,
TSMO,110+05248,2022-10-26 13:05:00,2022-10-26 13:15:00,2022-10-26 13:50:00,-35,,
TSMO,110+05248,2022-10-26 17:20:00,2022-10-26 17:40:00,2022-10-26 18:10:00,-30,,
TSMO,110+05248,2022-10-27 15:35:00,2022-10-27 17:40:00,2022-10-27 16:20:00,80,,
TSMO,110+05248,2022-11-01 06:40:00,2022-11-01 06:55:00,2022-11-01 06:45:00,10,,
TSMO,110+05248,2022-11-07 06:30:00,2022-11-07 06:45:00,2022-11-07 06:55:00,-10,,
TSMO,110+05248,2022-11-08 17:00:00,2022-11-08 17:30:00,2022-11-08 17:00:00,30,,
TSMO,110+05248,2022-11-09 16:40:00,2022-11-09 17:45:00,2022-11-09 16:40:00,65,,
TSMO,110+05248,2022-11-15 15:35:00,2022-11-15 18:45:00,2022-11-15 15:35:00,190,,
TSMO,110+05248,2022-11-16 16:25:00,2022-11-16 17:30:00,2022-11-16 17:35:00,-5,,
TSMO,110+05248,2022-11-22 13:55:00,2022-11-22 14:25:00,2022-11-22 14:55:00,-30,,
TSMO,110+05248,2022-11-23 14:15:00,2022-11-23 15:20:00,2022-11-23 15:30:00,-10,,
TSMO,110+05248,2022-11-28 16:25:00,2022-11-28 16:50:00,2022-11-28 16:25:00,25,,
TSMO,110+05248,2022-11-30 16:00:00,2022-11-30 17:10:00,2022-11-30 16:00:00,70,,
TSMO,110+05248,2022-12-07 16:25:00,2022-12-07 17:35:00,2022-12-07 16:25:00,70,,
TSMO,110+05248,2022-12-13 17:30:00,2022-12-13 17:45:00,2022-12-13 18:40:00,-55,,
TSMO,110+05248,2022-12-15 11:25:00,2022-12-15 11:55:00,2022-12-15 15:10:00,-195,,
TSMO,110+05248,2022-12-15 16:55:00,2022-12-15 17:30:00,2022-12-15 16:55:00,35,,
TSMO,110+05248,2022-12-19 15:55:00,2022-12-19 17:40:00,2022-12-19 18:55:00,-75,,-120.0
TSMO,110+05248,2022-12-21 14:30:00,2022-12-21 17:40:00,2022-12-21 17:40:00,0,-130.0,
TSMO,110+05248,2022-12-22 14:10:00,2022-12-22 14:50:00,2022-12-22 17:40:00,-170,,
TSMO,110+05248,2022-12-23 09:05:00,2022-12-23 09:15:00,2022-12-23 09:50:00,-35,,
TSMO,110+05248,2022-12-30 07:05:00,2022-12-30 07:20:00,2022-12-30 07:30:00,-10,,
TSMO,110+05248,2023-01-05 16:45:00,2023-01-05 18:15:00,2023-01-05 16:45:00,90,,
TSMO,110+05248,2023-01-10 17:25:00,2023-01-10 18:20:00,2023-01-10 19:15:00,-55,,
TSMO,110+05248,2023-01-31 09:00:00,2023-01-31 09:20:00,2023-01-31 10:30:00,-70,,
TSMO,110+05248,2023-02-01 17:20:00,2023-02-01 18:35:00,2023-02-01 17:20:00,75,,
TSMO,110+05248,2023-02-08 15:30:00,2023-02-08 15:55:00,2023-02-08 16:10:00,-15,,-5.0
TSMO,110+05249,2022-05-17 16:15:00,2022-05-17 16:40:00,2022-05-17 16:15:00,25,30.0,
TSMO,110+05249,2022-05-18 16:20:00,2022-05-18 16:45:00,2022-05-18 16:55:00,-10,-10.0,
TSMO,110+05249,2022-05-23 16:25:00,2022-05-23 16:45:00,2022-05-23 16:55:00,-10,,
TSMO,110+05249,2022-05-24 12:30:00,2022-05-24 12:40:00,2022-05-24 12:35:00,5,,
TSMO,110+05249,2022-05-26 16:20:00,2022-05-26 16:45:00,2022-05-26 17:20:00,-35,,
TSMO,110+05249,2022-06-01 14:30:00,2022-06-01 14:50:00,2022-06-01 14:55:00,-5,,
TSMO,110+05249,2022-06-01 16:05:00,2022-06-01 17:35:00,2022-06-01 17:45:00,-10,-70.0,
TSMO,110+05249,2022-06-02 15:35:00,2022-06-02 17:00:00,2022-06-02 17:20:00,-20,-85.0,
TSMO,110+05249,2022-06-07 16:30:00,2022-06-07 17:55:00,2022-06-07 16:30:00,85,85.0,
TSMO,110+05249,2022-06-09 15:00:00,2022-06-09 16:30:00,2022-06-09 16:35:00,-5,-60.0,
TSMO,110+05249,2022-06-15 16:20:00,2022-06-15 17:30:00,2022-06-15 17:40:00,-10,-30.0,
TSMO,110+05249,2022-06-22 15:00:00,2022-06-22 16:30:00,2022-06-22 16:30:00,0,-15.0,
TSMO,110+05249,2022-06-29 15:45:00,2022-06-29 16:15:00,2022-06-29 16:30:00,-15,-15.0,
TSMO,110+05249,2022-07-01 15:05:00,2022-07-01 15:40:00,2022-07-01 16:10:00,-30,,
TSMO,110+05249,2022-07-01 17:00:00,2022-07-01 17:20:00,2022-07-01 17:25:00,-5,,-5.0
TSMO,110+05249,2022-07-08 14:50:00,2022-07-08 15:40:00,2022-07-08 15:40:00,0,0.0,
TSMO,110+05249,2022-07-12 16:50:00,2022-07-12 17:25:00,2022-07-12 16:50:00,35,30.0,
TSMO,110+05249,2022-07-14 14:10:00,2022-07-14 14:55:00,2022-07-14 14:55:00,0,-10.0,
TSMO,110+05249,2022-07-15 12:35:00,2022-07-15 12:55:00,2022-07-15 13:00:00,-5,,
TSMO,110+05249,2022-07-18 15:50:00,2022-07-18 17:10:00,2022-07-18 17:55:00,-45,-65.0,
TSMO,110+05249,2022-07-29 17:20:00,2022-07-29 17:40:00,2022-07-29 18:00:00,-20,,
TSMO,110+05249,2022-08-08 07:40:00,2022-08-08 08:05:00,2022-08-08 08:25:00,-20,,
TSMO,110+05249,2022-08-08 16:35:00,2022-08-08 17:40:00,2022-08-08 17:40:00,0,-25.0,-25.0
TSMO,110+05249,2022-08-17 17:25:00,2022-08-17 18:15:00,2022-08-17 17:25:00,50,20.0,
TSMO,110+05249,2022-08-26 17:55:00,2022-08-26 18:15:00,2022-08-26 18:35:00,-20,-20.0,
TSMO,110+05249,2022-09-02 16:15:00,2022-09-02 16:35:00,2022-09-02 17:00:00,-25,-25.0,
TSMO,110+05249,2022-09-06 14:05:00,2022-09-06 14:20:00,2022-09-06 14:45:00,-25,,
TSMO,110+05249,2022-09-12 17:30:00,2022-09-12 17:55:00,2022-09-12 20:25:00,-150,,
TSMO,110+05249,2022-09-15 17:05:00,2022-09-15 17:20:00,2022-09-15 17:35:00,-15,,
TSMO,110+05249,2022-09-21 16:30:00,2022-09-21 18:20:00,2022-09-21 16:30:00,110,40.0,
TSMO,110+05249,2022-10-04 06:50:00,2022-10-04 07:40:00,2022-10-04 10:05:00,-145,,
TSMO,110+05249,2022-10-13 15:30:00,2022-10-13 16:15:00,2022-10-13 16:20:00,-5,,
TSMO,110+05249,2022-10-14 16:05:00,2022-10-14 17:20:00,2022-10-14 17:40:00,-20,-35.0,
TSMO,110+05249,2022-10-17 16:00:00,2022-10-17 17:15:00,2022-10-17 18:05:00,-50,,
TSMO,110+05249,2022-10-24 17:10:00,2022-10-24 17:35:00,2022-10-24 18:00:00,-25,,
TSMO,110+05249,2022-10-26 12:40:00,2022-10-26 13:30:00,2022-10-26 13:15:00,15,-25.0,
TSMO,110+05249,2022-10-26 13:55:00,2022-10-26 14:20:00,2022-10-26 14:45:00,-25,,
TSMO,110+05249,2022-10-26 16:05:00,2022-10-26 17:55:00,2022-10-26 18:10:00,-15,-60.0,
TSMO,110+05249,2022-10-27 16:50:00,2022-10-27 17:35:00,2022-10-27 18:00:00,-25,-30.0,
TSMO,110+05249,2022-10-27 18:30:00,2022-10-27 18:55:00,2022-10-27 20:10:00,-75,-80.0,
TSMO,110+05249,2022-10-31 16:20:00,2022-10-31 17:40:00,2022-10-31 17:55:00,-15,-40.0,
TSMO,110+05249,2022-11-03 15:05:00,2022-11-03 15:40:00,2022-11-03 15:55:00,-15,-15.0,
TSMO,110+05249,2022-11-07 17:10:00,2022-11-07 17:50:00,2022-11-07 18:00:00,-10,-30.0,
TSMO,110+05249,2022-11-11 16:00:00,2022-11-11 16:35:00,2022-11-11 16:40:00,-5,-5.0,
TSMO,110+05249,2022-11-21 17:10:00,2022-11-21 17:30:00,2022-11-21 18:20:00,-50,,
TSMO,110+05249,2022-11-23 14:15:00,2022-11-23 15:30:00,2022-11-23 15:55:00,-25,,
TSMO,110+05249,2022-11-25 11:55:00,2022-11-25 12:05:00,2022-11-25 12:00:00,5,5.0,5.0
TSMO,110+05249,2022-11-30 15:05:00,2022-11-30 15:25:00,2022-11-30 17:30:00,-125,,
TSMO,110+05249,2022-11-30 15:55:00,2022-11-30 17:25:00,2022-11-30 17:30:00,-5,,
TSMO,110+05249,2022-12-06 17:45:00,2022-12-06 18:40:00,2022-12-06 19:35:00,-55,,
TSMO,110+05249,2022-12-07 18:05:00,2022-12-07 18:45:00,2022-12-07 19:00:00,-15,-35.0,
TSMO,110+05249,2022-12-15 07:20:00,2022-12-15 08:15:00,2022-12-15 11:05:00,-170,,
TSMO,110+05249,2022-12-16 17:25:00,2022-12-16 17:50:00,2022-12-16 18:45:00,-55,,
TSMO,110+05249,2022-12-19 15:35:00,2022-12-19 17:00:00,2022-12-19 18:40:00,-100,-140.0,
TSMO,110+05249,2022-12-21 14:25:00,2022-12-21 16:35:00,2022-12-21 16:45:00,-10,-90.0,
TSMO,110+05249,2022-12-26 05:50:00,2022-12-26 06:15:00,2022-12-26 06:30:00,-15,-20.0,
TSMO,110+05249,2023-01-10 17:25:00,2023-01-10 18:30:00,2023-01-10 18:40:00,-10,-55.0,
TSMO,110+05249,2023-01-16 10:45:00,2023-01-16 10:55:00,2023-01-16 10:50:00,5,,
TSMO,110+05249,2023-01-19 16:25:00,2023-01-19 17:15:00,2023-01-19 20:20:00,-185,-205.0,
TSMO,110+05249,2023-01-19 17:50:00,2023-01-19 18:00:00,2023-01-19 20:20:00,-140,,
TSMO,110+05249,2023-01-31 11:40:00,2023-01-31 11:50:00,2023-01-31 11:45:00,5,,
TSMO,110+05249,2023-02-01 13:05:00,2023-02-01 13:20:00,2023-02-01 13:15:00,5,,
TSMO,110+05249,2023-02-01 17:10:00,2023-02-01 18:35:00,2023-02-01 18:55:00,-20,-60.0,-30.0
TSMO,110+05250,2022-05-18 16:10:00,2022-05-18 17:40:00,2022-05-18 16:40:00,60,35.0,
